File / Data,Focal Group,,Grouping_for_statistical_tests,Grouping_tests_MW,,,,,,,,,,,Infraphylum,Phylum,Kingdom,Paper Title,Year Published,Journal/Book,CI,RI,L,#mpts,MinL,TSI,PSI,meanci,meanri,MHER,originalchars,uninformativechars,informativechars,Taxa,%missingchars,Average GC standard bootstrap support,average jackknife support,Average symmetric resampling support,1st taxon in matrix (1st 10 chars),2nd taxon,3rd taxon,4th,5th,6th
Benson_et_Radley_2010a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A new large-bodied theropod dinosaur from the Middle Jurassic of Warwickshire, United Kingdom",2010,Acta Palaeontologica Polonica,0.436,0.619,596,19882,260,0.018,0.042,0.351,0.274,0.427,213,0,213,42,56.4,19.2,7.8,21.8,,,,,,
Benson_etal_2010a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A new clade of archaic large-bodied predatory dinosaurs (Theropoda_minus_Aves: Allosauroidea) that survived to the latest Mesozoic,2010,Naturwissenschaften,0.443,0.638,637,156,282,0.066,0.149,0.381,0.267,0.463,233,0,233,45,56.9,25.1,8.6,29.2,,,,,,
Bittencourt_et_Kellner_2009aa.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"The anatomy and phylogenetic position of the Triassic dinosaur Staurikosurus pricei Colbert, 1970",2009,Zootaxa,0.416,0.745,659,14880,274,0.118,0.285,0.259,0.249,0.626,224,0,224,54,47.9,32.7,9.3,37.1,,,,,,
Bittencourt_et_Kellner_2009ab.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"The anatomy and phylogenetic position of the Triassic dinosaur Staurikosurus pricei Colbert, 1970",2009,Zootaxa,0.565,0.545,184,4,104,0.087,0.154,0.604,0.298,0.302,98,1,97,11,27,48.5,29,52.1,,,,,,
Bristowe_et_Raath_2004a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A juvenile coelophysoid skull from the Early Jurassic of Zimbabwe, and the synonymy of Coelophysis and Syntarsus",2004,Palaeontologia Africana,0.41,0.743,668,100000,274,0.084,0.204,0.255,0.252,0.621,224,0,224,60,52.2,22.6,6.7,26.3,,,,,,
Bronowicz_2011a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,New material of a dervied ornithomimosaur from the Upper Cretaceous Nemegt Formation of Mongolia,2011,Acta Palaeontologica Polonica,0.636,0.59,44,6,28,0.023,0.036,0.444,0.234,0.274,42,15,27,9,27,41.1,16.8,27.1,,,,,,
Brown_etal_2011a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A new basal ornithopod dinosaur (Frenchman Formation, Saskatchewan, Canada), and implications for late Maastrichtian ornithischian diversity in North America",2011,Zoological Journal of the Linnean Society,0.49,0.659,353,1,173,0.113,0.231,0.381,0.304,0.486,140,9,131,23,33.6,41.1,19.9,46.7,,,,,,
Brown_etal_2013a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"New data on the diversity and abundance of small-bodied ornithopods (Dinosauria, Ornithischia) from the Belly River Group (Campanian) of Alberta",2013,Journal of Vertebrate Paleontology,0.424,0.649,436,15857,185,0.028,0.065,0.302,0.277,0.473,137,3,134,30,40.3,24.3,13,26,,,,,,
Brusatte_et_Benson_inpressa.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,The systematics of Late Jurassic tyrannosauroids (Dinosauria: Theropoda_minus_Aves) from Europe and North America,2013,Acta Palaeontologica Polonica,0.637,0.835,571,1,364,0.1,0.157,0.333,0.239,0.763,314,1,313,25,44.5,44,24.2,48.9,,,,,,
Brusatte_et_Sereno_2008a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Phylogeny of Allosauroidea (Dinosauria: Theropoda_minus_Aves): comparative analysis and resolution,2008,Journal of Systematic Palaeontology,0.587,0.695,179,3,105,0.089,0.152,0.544,0.321,0.529,99,0,99,15,34.9,38.1,16,42.3,,,,,,
Brusatte_etal_2009aa.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,The first definitive carcharodontosaurid (Dinosauria: Theropoda_minus_Aves) from Asia and the delayed ascent of tyrannosaurids,2009,Naturwissenschaften,0.474,0.769,848,8,402,0,0,0.293,0.226,0.673,347,6,341,57,51,45,18.8,50.8,,,,,,
Brusatte_etal_2009ab.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,The first definitive carcharodontosaurid (Dinosauria: Theropoda_minus_Aves) from Asia and the delayed ascent of tyrannosaurids,2009,Naturwissenschaften,0.596,0.697,188,1,112,0.096,0.161,0.456,0.304,0.532,106,0,106,14,34.2,38.2,16.4,41.3,,,,,,
Brusatte_etal_2009ba.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A long-snouted, multihorned tyrannosaurid from the Late Cretaceous of Mongolia",2009,"Proceedings of the National Academy of Sciences, USA",0.916,0.941,95,1,87,0.305,0.333,0.575,0.357,0.904,84,4,80,8,20.2,82.6,59.4,85.2,,,,,,
Brusatte_etal_2009bb.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A long-snouted, multihorned tyrannosaurid from the Late Cretaceous of Mongolia",2009,"Proceedings of the National Academy of Sciences, USA",0.541,0.644,503,16,272,0.04,0.073,0.418,0.217,0.494,279,51,228,20,38.9,48.2,19.7,47.6,,,,,,
Brusatte_etal_2010a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Tyrannosaur paleobiology: new research on ancient exemplar organisms,2010,Science,0.644,0.839,554,1,357,0.103,0.16,0.344,0.257,0.77,307,1,306,23,40,58,29.9,65.8,,,,,,
Brusatte_etal_2012a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A reassessment of Kelmayisaurus petrolicus, a large theropod dinosaur from the Early Cretaceous of China",2012,Acta Palaeontologica Polonica,0.441,0.638,639,312,282,0.058,0.131,0.364,0.286,0.461,233,0,233,46,57.6,23.2,8.1,26.3,,,,,,
Brusatte_etal_2013a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"The osteology of <em>Balaur bondoc</em>, an island-dwelling dromaeosaurid (Dinosauria: Theropoda_minus_Aves) from the Late Cretaceous of Romania",2013,Bulletin of the American Museum of Natural History,0.295,0.743,2021,100000,597,0,0,0.167,0.2,0.643,477,12,465,117,58.8,25.3,8.4,29.5,,,,,,
Buscalioni_etal_1996a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"The Upper Jurasssic maniraptoran theropod Lisboasaurus estesi (Guimarota, Portugal) reinterpreted as a crocodylomorph",1996,Journal of Vertebrate Paleontology,0.513,0.648,39,15,20,0.154,0.3,0.525,0.455,0.315,20,1,19,12,8.8,35.2,15.5,37.6,,,,,,
Calvo_etal_2004a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A new Abelisauridae (Dinosauria: Theropoda_minus_Aves) from northwest Patagonia,2004,Ameghiniana,0.923,0.938,13,1,12,0.385,0.417,0.615,0.423,0.871,13,1,12,8,15.4,58,31.6,57.8,,,,,,
Calvo_etal_2004b.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"On a new maniraptoran dinosaur (Theropoda_minus_Aves) from the Upper Cretaceous of Neuquen, Patagonia, Argentina",2004,"Arquivos do Museu Nacional, Rio de Janiero",0.454,0.716,548,300,249,0.099,0.217,0.302,0.264,0.574,205,2,203,45,54.1,28.2,12.4,31.5,,,,,,
Canale_etal_2009a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,New carnivorous dinosaur from the Late Cretaceous of NW Patagonia and the evolution of abelisaurid theropods,2009,Naturwissenschaften,0.696,0.835,161,1,112,0.199,0.286,0.395,0.315,0.74,113,6,107,17,37.8,58.1,24.4,61.3,,,,,,
Carr_et_Williamson_2004a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Diversity of late Maastrichtian Tyrannosauridae (Dinosauria: Theropoda_minus_Aves) from western North America,2004,Zoological Journal of the Linnean Society,0.964,0.97,84,2,81,0.286,0.296,0.567,0.327,0.952,84,8,76,7,22.1,76.6,61.6,75.9,,,,,,
Carr_et_Williamson_2010a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"Bistahieversor sealeyi, gen. et sp. nov., a new tyrannosauroid from New Mexico and the origin of deep snouts in Tyrannosauroidea",2010,Journal of Vertebrate Paleontology,0.49,0.608,594,288,291,0.054,0.11,0.375,0.245,0.426,274,36,238,26,50.6,17.7,7.9,17,,,,,,
Carr_etal_2005a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A new genus and species of tyrannosauroid from the Late Cretaceous (middle Campanian) Demopolis Formation of Alabama,2005,Journal of Vertebrate Paleontology,0.56,0.747,84,14,47,0.226,0.404,0.456,0.349,0.562,31,0,31,20,20.2,39.5,9.7,45.2,,,,,,
Carrano_et_Sampson_2008a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,The phylogeny of Ceratosauria (Dinosauria: Theropoda_minus_Aves),2008,Journal of Systematic Palaeontology,0.732,0.821,220,12,161,0.059,0.081,0.529,0.294,0.723,151,0,151,21,54.5,32.7,10.3,34.8,,,,,,
Carrano_etal_2002a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"The osteology of Masiakasaurus knopfleri, a small abelisauroid (Dinosauria: Theropoda_minus_Aves) from the Late Cretaceous of Madagascar",2002,Journal of Vertebrate Paleontology,0.682,0.834,255,15,174,0.169,0.247,0.383,0.237,0.765,158,0,158,23,37.1,50.6,25.9,54.1,,,,,,
Carrano_etal_2005a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"New information on Segisaurus halli, a small theropod dinosaur from the Early Jurassic of Arizona",2005,Journal of Vertebrate Paleontology,0.735,0.813,215,30,158,0.167,0.228,0.502,0.28,0.725,145,1,144,17,39.7,48,29.1,49.5,,,,,,
Carrano_etal_2012a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,The phylogeny of Tetanurae (Dinosauria: Theropoda_minus_Aves),2012,Journal of Systematic Palaeontology,0.417,0.696,1012,972,422,0.075,0.18,0.288,0.224,0.571,351,2,349,61,55.7,32.8,12.8,37.2,,,,,,
Cau_etal_2012a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Evidence of a new carcharodontosaurid from the Upper Cretaceous of Morocco,2012,Acta Palaeontologica Polonica,0.388,0.519,2423,1,941,0.047,0.122,0.361,0.198,0.363,808,2,806,37,51.5,52.1,26.8,59.5,,,,,,
Cau_etal_inpressb.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A thick-skulled theropod (Dinosauria, Saurischia) from the Upper Cretaceous of Morocco with implications for carcharodontosaurid cranial evolution",2013,Cretaceous Research,0.388,0.52,2459,1,953,0.044,0.112,0.361,0.195,0.364,817,2,815,37,51.5,50,27.2,55.7,,,,,,
Charig_et_Milner_1997a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"Baryonyx walkeri, a fish-eating dinosaur from the Wealden of Surrey",1997,Bulletin of the Natural History Museum London (Geology),0.509,0.7,226,6,115,0.102,0.2,0.423,0.242,0.558,118,3,115,20,20.3,40.7,20.7,45.5,,,,,,
Choiniere_etal_2010a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A basal coelurosaur (Dinosauri: Theropoda_minus_Aves) from the Late Jurassic (Oxfordian) of the Shishugou Formation in Wucaiwan, People's Republic of China",2010,Journal of Vertebrate Paleontology,0.307,0.546,1692,136,519,0.052,0.169,0.251,0.205,0.361,472,44,428,60,55.9,32.2,13.2,35.9,,,,,,
Choiniere_etal_2010b.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A basal alvarezsauroid theropod from the early Late Jurassic of Xinjiang, China",2010,Science,0.272,0.638,1878,42216,510,0,0,0.2,0.229,0.484,421,14,407,99,63.3,27.1,8.7,31.8,,,,,,
Choiniere_etal_2012a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"New information on Nqwebasaurus thwazi, a coelurosaurian theropod from the Early Cretaceous (Hauteriverian?) Kirkwood Formation in South Africa",2012,Journal of African Earth Sciences,0.225,0.606,2919,1320,656,0.072,0.321,0.18,0.214,0.456,568,16,552,97,56.3,32.3,13.5,37.4,,,,,,
Choiniere_etal_inpressba.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A juvenile specimen of a new coelurosaur (Dinosauria: Theropoda_minus_Aves) from the Middle-Late Jurassic Shishugou Formation of Xinjiang, People's Republic of China",2014,Journal of Systematic Palaeontology,0.208,0.61,3094,3928,644,0.051,0.244,0.168,0.215,0.455,555,11,544,114,59.6,23.4,9.7,27.3,,,,,,
Choiniere_etal_inpressbb.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A juvenile specimen of a new coelurosaur (Dinosauria: Theropoda_minus_Aves) from the Middle-Late Jurassic Shishugou Formation of Xinjiang, People's Republic of China",2014,Journal of Systematic Palaeontology,0.209,0.611,3087,3888,644,0,0,0.17,0.219,0.456,555,11,544,114,59.7,23.4,9.6,27.1,,,,,,
Clark_etal_2004a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Therizinosauroidea,2004,The Dinosauria (Second Edition),0.679,0.731,56,285,38,0,0,0.531,0.371,0.469,40,8,32,15,44.8,11.8,8.4,12.1,,,,,,
Coria_et_Currie_2002a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,The braincase of Giganotosaurus carolinii (Dinosauria: Theropoda_minus_Aves) from the Upper Cretaceous of Argentina,2002,Journal of Vertebrate Paleontology,0.833,0.88,18,3,15,0.667,0.8,0.683,0.467,0.786,15,0,15,11,1.2,43.7,28.9,45.6,,,,,,
Coria_et_Currie_2006a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A new carcharodontosaurid (Dinosauria, Theropoda_minus_Aves) from the Upper Cretaceous of Argentina",2006,Geodiversitas,0.583,0.583,228,3,133,0.136,0.233,0.538,0.266,0.385,110,8,102,12,20.8,59.3,35.8,60.6,,,,,,
Coria_etal_2002a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A new close relative of Carnotaurus sastrei Bonaparte 1985 (Theropoda_minus_Aves: Abelisauridae) from the Late Cretaceous of Patagonia,2002,Journal of Vertebrate Paleontology,0.931,0.931,29,2,27,0.207,0.222,0.732,0.446,0.88,28,1,27,7,26,53.4,38.6,55.2,,,,,,
Csiki_etal_2010a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,An aberrant island-dwelling theropod dinosaur from the Late Cretaceous of Romania,2010,"Proceedings of the National Academy of Sciences, USA",0.347,0.713,879,5832,305,0.078,0.226,0.221,0.253,0.576,251,3,248,70,54.2,29.7,11.3,32.8,,,,,,
Cullen_etal_2013a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"An ornithomimid (Dinosauria) bonebed from the Late Cretaceous of Alberta, with implications for the behavior, classification, and stratigraphy of North American ornithomimids",2013,PLOS One,0.648,0.747,71,5,46,0.141,0.217,0.608,0.335,0.566,48,3,45,15,34.2,30.1,11.7,27.8,,,,,,
Currie_1995a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,New information on the anatomy and relationships of Dromaeosaurus albertensis (Dinosauria: Theropoda_minus_Aves),1995,Journal of Vertebrate Paleontology,1,1,18,1,18,0.111,0.111,0.463,0.259,1,27,9,18,6,19.1,51.3,32.8,52.8,,,,,,
Currie_et_Carpenter_2000a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"New specimen of Acrocanthosaurus atokensis (Theropoda_minus_Aves, Dinosauria) from the Lower Cretaceous Antlers Formation (Lower Cretaceous, Aptian) of Oklahoma, USA",2000,Geodiversitas,0.62,0.601,213,2,132,0.15,0.242,0.51,0.3,0.409,110,8,102,11,20.5,53,37,56.3,,,,,,
Currie_et_Varricchio_2004a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A new dromaeosaurid from the Horseshoe Canyon Formation (Upper Cretaceous) of Alberta, Canada",2004,Feathered Dragons,0.803,0.815,61,1,49,0.311,0.388,0.617,0.317,0.706,42,0,42,9,17.7,70.1,38.8,75.4,,,,,,
Currie_etal_2003a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Skull structure and evolution in tyrannosaurid dinosaurs,2003,Acta Palaeontologica Polonica,0.865,0.887,52,3,45,0.135,0.156,0.327,0.164,0.817,77,37,40,8,9.4,58.3,32.4,54,,,,,,
Dal_Sasso_et_Maganuco_2011a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"Scipionyx samniticus (Theropoda_minus_Aves: Compsognathidae) from the Lower Cretaceous of Italy: osteology, ontogenetic assessment, phylogeny, soft tissue anatomy, taphonomy, and palaeobiology",2011,Memorie della Societa Italiana di Scienze Naturali e del Museo Civico di Storia Naturale di Milano,0.315,0.739,1416,72,446,0.072,0.229,0.178,0.224,0.632,360,2,358,95,54.1,36.4,12.2,40,,,,,,
